name,geometry,lat,lon,category
,POINT (-3.216343080163674 55.91065750715239),55.91065751,-3.21634308,residential
,POINT (-3.2158952630368676 55.91096725153267),55.91096725,-3.215895263,residential
,POINT (-3.2118395181714376 55.910387792583315),55.91038779,-3.211839518,residential
,POINT (-3.2164455 55.91546739999999),55.9154674,-3.2164455,residential
,POINT (-3.216653628367542 55.91608852447039),55.91608852,-3.216653628,residential
,POINT (-3.2164892775467253 55.91564516159964),55.91564516,-3.216489278,residential
,POINT (-3.2166551879205096 55.9162369776456),55.91623698,-3.216655188,residential
,POINT (-3.216249619181177 55.917251657585794),55.91725166,-3.216249619,residential
,POINT (-3.21638115 55.91708585),55.91708585,-3.21638115,residential
,POINT (-3.2163252302484127 55.917041892716156),55.91704189,-3.21632523,residential
,POINT (-3.216524446575798 55.91571204060821),55.91571204,-3.216524447,residential
,POINT (-3.2160626029139605 55.917720967585964),55.91772097,-3.216062603,residential
,POINT (-3.216460557744911 55.91692430385175),55.9169243,-3.216460558,residential
,POINT (-3.216169955520171 55.91751693614406),55.91751694,-3.216169956,residential
,POINT (-3.2160434434493905 55.91776409674105),55.9177641,-3.216043443,residential
,POINT (-3.215912963033955 55.917950973372335),55.91795097,-3.215912963,residential
,POINT (-3.2162682268527925 55.917361019048734),55.91736102,-3.216268227,residential
,POINT (-3.2159383196084126 55.91791416542317),55.91791417,-3.21593832,residential
,POINT (-3.216366031247075 55.91714659749408),55.9171466,-3.216366031,residential
,POINT (-3.215802740814275 55.91809756864413),55.91809757,-3.215802741,residential
,POINT (-3.216275553865859 55.91730959621076),55.9173096,-3.216275554,residential
,POINT (-3.216159827057802 55.91757226284256),55.91757226,-3.216159827,residential
,POINT (-3.214143450641602 55.91089611933751),55.91089612,-3.214143451,residential
,POINT (-3.214624281769867 55.909992141663864),55.90999214,-3.214624282,residential
,POINT (-3.2141312379068636 55.91069933914795),55.91069934,-3.214131238,residential
,POINT (-3.215734137108006 55.91050160431969),55.9105016,-3.215734137,residential
,POINT (-3.2148036055607268 55.91120302653613),55.91120303,-3.214803606,residential
,POINT (-3.2161717000000003 55.910540399999995),55.9105404,-3.2161717,residential
,POINT (-3.2161875999999996 55.91046895),55.91046895,-3.2161876,residential
,POINT (-3.2160368 55.91121925000001),55.91121925,-3.2160368,residential
,POINT (-3.2150364499999995 55.911353649999995),55.91135365,-3.21503645,residential
,POINT (-3.2152111999999993 55.91037435),55.91037435,-3.2152112,residential
,POINT (-3.216240846639878 55.910577428675296),55.91057743,-3.216240847,residential
,POINT (-3.2155459805304116 55.91042793317773),55.91042793,-3.215545981,residential
,POINT (-3.2151889225117922 55.9103972186559),55.91039722,-3.215188923,residential
,POINT (-3.2163498791947673 55.910575026900716),55.91057503,-3.216349879,residential
,POINT (-3.2143495167257465 55.91028725876352),55.91028726,-3.214349517,residential
,POINT (-3.213796770352686 55.91090193201326),55.91090193,-3.21379677,residential
,POINT (-3.2135422378006995 55.91067622217479),55.91067622,-3.213542238,residential
,POINT (-3.2139932925085914 55.91103854852696),55.91103855,-3.213993293,residential
,POINT (-3.2139635381979494 55.91096374224399),55.91096374,-3.213963538,residential
,POINT (-3.2136744924222866 55.91072912561917),55.91072913,-3.213674492,residential
,POINT (-3.214423960471463 55.91021771988462),55.91021772,-3.21442396,residential
,POINT (-3.2135623729518703 55.91063335237531),55.91063335,-3.213562373,residential
,POINT (-3.2137888114949837 55.91037854284531),55.91037854,-3.213788811,residential
,POINT (-3.2137978000000005 55.91017),55.91017,-3.2137978,residential
,POINT (-3.2138417612168038 55.910033265640266),55.91003327,-3.213841761,residential
,POINT (-3.2139278144698222 55.91005938018161),55.91005938,-3.213927814,residential
,POINT (-3.21734885 55.91190715000001),55.91190715,-3.21734885,residential
,POINT (-3.216974172254703 55.9121165941146),55.91211659,-3.216974172,residential
,POINT (-3.216818500000001 55.91212375),55.91212375,-3.2168185,residential
,POINT (-3.2172909999999995 55.9117252),55.9117252,-3.217291,residential
,POINT (-3.213323883822403 55.90761049979617),55.9076105,-3.213323884,residential
,POINT (-3.212575349783291 55.90788988328104),55.90788988,-3.21257535,residential
,POINT (-3.2135676000000024 55.90760554999999),55.90760555,-3.2135676,residential
,POINT (-3.2138006 55.9075866),55.9075866,-3.2138006,residential
,POINT (-3.2131608999999997 55.9076396),55.9076396,-3.2131609,residential
,POINT (-3.2139825080961875 55.90755297151391),55.90755297,-3.213982508,residential
,POINT (-3.2127855999999992 55.907725549999995),55.90772555,-3.2127856,residential
,POINT (-3.2133108999999993 55.907589300000005),55.9075893,-3.2133109,residential
,POINT (-3.2120292999999998 55.908067550000005),55.90806755,-3.2120293,residential
,POINT (-3.212511866750235 55.90792464606185),55.90792465,-3.212511867,residential
,POINT (-3.2126989479660253 55.90783491600394),55.90783492,-3.212698948,residential
,POINT (-3.2130563456304655 55.907657107614824),55.90765711,-3.213056346,residential
,POINT (-3.2136342636322905 55.90758865594175),55.90758866,-3.213634264,residential
,POINT (-3.213693388888924 55.90759886864562),55.90759887,-3.213693389,residential
,POINT (-3.2143147993202232 55.90752471715341),55.90752472,-3.214314799,residential
,POINT (-3.212748288157104 55.907814336761895),55.90781434,-3.212748288,residential
,POINT (-3.2145425079783854 55.90752283795181),55.90752284,-3.214542508,residential
,POINT (-3.21474318235368 55.90748501409511),55.90748501,-3.214743182,residential
,POINT (-3.214386271915723 55.907492406374466),55.90749241,-3.214386272,residential
,POINT (-3.2166097999999996 55.90732085),55.90732085,-3.2166098,residential
,POINT (-3.215846428860475 55.9072910909457),55.90729109,-3.215846429,residential
,POINT (-3.216280893981556 55.907245930956314),55.90724593,-3.216280894,residential
,POINT (-3.2170862774768043 55.91083600495465),55.910836,-3.217086277,residential
,POINT (-3.2170965597229157 55.91087417252968),55.91087417,-3.21709656,residential
,POINT (-3.21710685 55.910912350000004),55.91091235,-3.21710685,residential
,POINT (-3.217127914005253 55.91150492864035),55.91150493,-3.217127914,residential
,POINT (-3.2171692 55.91128915),55.91128915,-3.2171692,residential
,POINT (-3.2171619499999995 55.91122180000001),55.9112218,-3.21716195,residential
,POINT (-3.21713125 55.91101705),55.91101705,-3.21713125,residential
,POINT (-3.2171415568927064 55.9110551219839),55.91105512,-3.217141557,residential
,POINT (-3.217111375250674 55.91155053641935),55.91155054,-3.217111375,residential
,POINT (-3.2171488999999998 55.9114507),55.9114507,-3.2171489,residential
,POINT (-3.2168841229254266 55.91023039041574),55.91023039,-3.216884123,residential
,POINT (-3.2169230125038704 55.910409722869574),55.91040972,-3.216923013,residential
,POINT (-3.216929241833512 55.91046247740704),55.91046248,-3.216929242,residential
,POINT (-3.217017125042644 55.91067485776687),55.91067486,-3.217017125,residential
,POINT (-3.216916826955327 55.91038286672859),55.91038287,-3.216916827,residential
,POINT (-3.216914361968696 55.91052474036173),55.91052474,-3.216914362,residential
,POINT (-3.20995048260029 55.906672267037216),55.90667227,-3.209950483,residential
,POINT (-3.20962195 55.90690540000001),55.9069054,-3.20962195,residential
,POINT (-3.217135472613995 55.90952829288271),55.90952829,-3.217135473,residential
,POINT (-3.216977845662537 55.909763978488776),55.90976398,-3.216977846,residential
,POINT (-3.217245006151414 55.90933872216179),55.90933872,-3.217245006,residential
,POINT (-3.216857579807222 55.91005390362142),55.9100539,-3.21685758,residential
,POINT (-3.216870300683688 55.909934958942884),55.90993496,-3.216870301,residential
,POINT (-3.216859318906816 55.90985167712585),55.90985168,-3.216859319,residential
,POINT (-3.211890484442838 55.90780514826028),55.90780515,-3.211890484,residential
,POINT (-3.212500120751065 55.90740859197564),55.90740859,-3.212500121,residential
,POINT (-3.211456744036238 55.90800828270168),55.90800828,-3.211456744,residential
,POINT (-3.2119525333333327 55.907783121031265),55.90778312,-3.211952533,residential
,POINT (-3.2122096999999994 55.9072609),55.9072609,-3.2122097,residential
,POINT (-3.2115434058561534 55.90717560501133),55.90717561,-3.211543406,residential
,POINT (-3.214286409811376 55.90864336045151),55.90864336,-3.21428641,residential
,POINT (-3.2142059999999995 55.908742849999996),55.90874285,-3.214206,residential
,POINT (-3.2140186281838483 55.9087540894209),55.90875409,-3.214018628,residential
,POINT (-3.2163840361444063 55.908464141004124),55.90846414,-3.216384036,residential
,POINT (-3.214533767688932 55.90882001767806),55.90882002,-3.214533768,residential
,POINT (-3.216819235303676 55.90846680127971),55.9084668,-3.216819235,residential
,POINT (-3.2104381000000024 55.90779760000001),55.9077976,-3.2104381,residential
,POINT (-3.2105035377107862 55.907765827995185),55.90776583,-3.210503538,residential
,POINT (-3.210155099999999 55.907827900000015),55.9078279,-3.2101551,residential
,POINT (-3.210791531094103 55.90764286513036),55.90764287,-3.210791531,residential
,POINT (-3.2110697099943133 55.90712496505341),55.90712497,-3.21106971,residential
,POINT (-3.2110518499999996 55.9074509),55.9074509,-3.21105185,residential
,POINT (-3.210647158832482 55.90771745907385),55.90771746,-3.210647159,residential
,POINT (-3.211060264418476 55.90734019931644),55.9073402,-3.211060264,residential
,POINT (-3.2161327755498865 55.908708996171754),55.908709,-3.216132776,residential
,POINT (-3.2160469198669897 55.908707425559285),55.90870743,-3.21604692,residential
,POINT (-3.215292376834731 55.90875932669863),55.90875933,-3.215292377,residential
,POINT (-3.2153439641554646 55.90875042381995),55.90875042,-3.215343964,residential
,POINT (-3.216876242708941 55.908468363982585),55.90846836,-3.216876243,residential
,POINT (-3.246810122083902 55.96065149104758),55.96065149,-3.246810122,residential
,POINT (-3.246880306338679 55.960570699825794),55.9605707,-3.246880306,residential
,POINT (-3.2467802822032863 55.9606517318474),55.96065173,-3.246780282,residential
,POINT (-3.2463923944672555 55.960525690065126),55.96052569,-3.246392394,residential
,POINT (-3.2462605000000004 55.96039275),55.96039275,-3.2462605,residential
,POINT (-3.2462975548811417 55.96034913182662),55.96034913,-3.246297555,residential
,POINT (-3.2462779315938124 55.96025961447581),55.96025961,-3.246277932,residential
,POINT (-3.2464209473670147 55.960310490640715),55.96031049,-3.246420947,residential
,POINT (-3.246725818116044 55.96012404640285),55.96012405,-3.246725818,residential
,POINT (-3.2465619246345527 55.9603298383237),55.96032984,-3.246561925,residential
,POINT (-3.246605228960993 55.9603003029667),55.9603003,-3.246605229,residential
,POINT (-3.2467424967794694 55.96024226463949),55.96024226,-3.246742497,residential
,POINT (-3.2454758813406346 55.96013376069883),55.96013376,-3.245475881,residential
,POINT (-3.245010900000001 55.96058175000001),55.96058175,-3.2450109,residential
,POINT (-3.244989285150569 55.960830928584464),55.96083093,-3.244989285,residential
,POINT (-3.2448952864571017 55.96031425323461),55.96031425,-3.244895286,residential
,POINT (-3.244773797393877 55.96087838802154),55.96087839,-3.244773797,residential
,POINT (-3.2451700283552882 55.96004392259032),55.96004392,-3.245170028,residential
,POINT (-3.2451909 55.960206649999996),55.96020665,-3.2451909,residential
,POINT (-3.244991746796943 55.95998639837464),55.9599864,-3.244991747,residential
,POINT (-3.2448548861975666 55.960540517073056),55.96054052,-3.244854886,residential
,POINT (-3.2449268481228017 55.960582848837035),55.96058285,-3.244926848,residential
,POINT (-3.2449428765949717 55.95980292155),55.95980292,-3.244942877,residential
,POINT (-3.245622864658165 55.9594207236534),55.95942072,-3.245622865,residential
,POINT (-3.245486116075133 55.95940572601579),55.95940573,-3.245486116,residential
,POINT (-3.2459682295793404 55.959532147598196),55.95953215,-3.24596823,residential
,POINT (-3.244951389418883 55.959767586261115),55.95976759,-3.244951389,residential
,POINT (-3.24582924927105 55.95983425062542),55.95983425,-3.245829249,residential
,POINT (-3.2458464354754537 55.95945402417061),55.95945402,-3.245846435,residential
,POINT (-3.2457504046430286 55.959852042976365),55.95985204,-3.245750405,residential
,POINT (-3.212389154871787 55.91277556576519),55.91277557,-3.212389155,residential
,POINT (-3.212531808528155 55.91276842681712),55.91276843,-3.212531809,residential
,POINT (-3.2130781263871686 55.91294055635934),55.91294056,-3.213078126,residential
,POINT (-3.212457561997351 55.912773921400166),55.91277392,-3.212457562,residential
,POINT (-3.23924545 55.9755294),55.9755294,-3.23924545,residential
,POINT (-3.2392858499999995 55.97526065000001),55.97526065,-3.23928585,residential
,POINT (-3.2393455500000004 55.9752193),55.9752193,-3.23934555,residential
,POINT (-3.2393307311907282 55.9748555681694),55.97485557,-3.239330731,residential
,POINT (-3.239383477966714 55.97500705516295),55.97500706,-3.239383478,residential
,POINT (-3.239259562288502 55.97548793878028),55.97548794,-3.239259562,residential
,POINT (-3.1913199735366105 55.977747124510195),55.97774712,-3.191319974,residential
,POINT (-3.1894772582737767 55.97789172244325),55.97789172,-3.189477258,residential
,POINT (-3.1910277758469205 55.977778810582265),55.97777881,-3.191027776,residential
,POINT (-3.190389607096554 55.9778045226885),55.97780452,-3.190389607,residential
,POINT (-3.189296347505782 55.97791126304068),55.97791126,-3.189296348,residential
,POINT (-3.18991727319699 55.97786374542474),55.97786375,-3.189917273,residential
,POINT (-3.189735283944485 55.977856839943),55.97785684,-3.189735284,residential
,POINT (-3.1916860658605324 55.97768856901868),55.97768857,-3.191686066,residential
,POINT (-3.19013095 55.977827149999996),55.97782715,-3.19013095,residential
,POINT (-3.1892888771747083 55.97787425834462),55.97787426,-3.189288877,residential
,POINT (-3.1903669874412457 55.977859519670645),55.97785952,-3.190366987,residential
,POINT (-3.1907923426075375 55.977778827308555),55.97777883,-3.190792343,residential
,POINT (-3.1908308613328664 55.977805571338905),55.97780557,-3.190830861,residential
,POINT (-3.189173472758401 55.97788089133621),55.97788089,-3.189173473,residential
,POINT (-3.1906096 55.97779225000001),55.97779225,-3.1906096,residential
,POINT (-3.191729821678893 55.97771649547833),55.9777165,-3.191729822,residential
,POINT (-3.1899482500000005 55.977832500000005),55.9778325,-3.18994825,residential
,POINT (-3.191524304272974 55.97771307023668),55.97771307,-3.191524304,residential
,POINT (-3.19127727743833 55.977751793553686),55.97775179,-3.191277277,residential
,POINT (-3.191085133178788 55.97777272435766),55.97777272,-3.191085133,residential
,POINT (-3.191718080118518 55.97768486204942),55.97768486,-3.19171808,residential
,POINT (-3.191421568207541 55.97772728289098),55.97772728,-3.191421568,residential
,POINT (-3.1891790644288958 55.97790862314263),55.97790862,-3.189179064,residential
,POINT (-3.189911777129033 55.97783480848561),55.97783481,-3.189911777,residential
,POINT (-3.1914874500000003 55.97771735),55.97771735,-3.19148745,residential
,POINT (-3.1894714000000004 55.977862849999994),55.97786285,-3.1894714,residential
,POINT (-3.1908249 55.97777675),55.97777675,-3.1908249,residential
,POINT (-3.1895086126216126 55.977870569774),55.97787057,-3.189508613,residential
,POINT (-3.1905792453471955 55.97781668662378),55.97781669,-3.190579245,residential
,POINT (-3.1903983280396924 55.97784784208579),55.97784784,-3.190398328,residential
,POINT (-3.189684326760263 55.97787180320009),55.9778718,-3.189684327,residential
,POINT (-3.1903538246675254 55.97781636698955),55.97781637,-3.190353825,residential
,POINT (-3.239150480074089 55.974599111783064),55.97459911,-3.23915048,residential
,POINT (-3.2332573148296095 55.974505722162334),55.97450572,-3.233257315,residential
,POINT (-3.233493134638017 55.97518474710611),55.97518475,-3.233493135,residential
,POINT (-3.2338949194676876 55.97518087249674),55.97518087,-3.233894919,residential
,POINT (-3.23377695 55.97520145),55.97520145,-3.23377695,residential
,POINT (-3.2356829543149552 55.97498801629863),55.97498802,-3.235682954,residential
,POINT (-3.2348524499999987 55.97486249999999),55.9748625,-3.23485245,residential
,POINT (-3.2356326927378487 55.97480507833297),55.97480508,-3.235632693,residential
,POINT (-3.2348607999999994 55.97495264999999),55.97495265,-3.2348608,residential
,POINT (-3.23335265 55.9742563),55.9742563,-3.23335265,residential
,POINT (-3.2347494000000006 55.974432750000005),55.97443275,-3.2347494,residential
,POINT (-3.2328059248755143 55.975223787679425),55.97522379,-3.232805925,residential
,POINT (-3.236457072193122 55.9738042464376),55.97380425,-3.236457072,residential
,POINT (-3.2354586787522024 55.97344899602287),55.973449,-3.235458679,residential
,POINT (-3.2360307500000003 55.97405164999999),55.97405165,-3.23603075,residential
,POINT (-3.23459121978232 55.9736749483803),55.97367495,-3.23459122,residential
,POINT (-3.2362347 55.97437395000001),55.97437395,-3.2362347,residential
,POINT (-3.2343818779695033 55.973359256600354),55.97335926,-3.234381878,residential
,POINT (-3.2349381039161162 55.97370732424375),55.97370732,-3.234938104,residential
,POINT (-3.2362998000000003 55.974622600000004),55.9746226,-3.2362998,residential
,POINT (-3.235212179281116 55.973710320490056),55.97371032,-3.235212179,residential
,POINT (-3.236723540513276 55.974903711591544),55.97490371,-3.236723541,residential
,POINT (-3.2367871288043943 55.974209026635954),55.97420903,-3.236787129,residential
,POINT (-3.237026703411238 55.97252073318273),55.97252073,-3.237026703,residential
,POINT (-3.2370365500000005 55.97245285000001),55.97245285,-3.23703655,residential
,POINT (-3.2369772746619665 55.97264422828866),55.97264423,-3.236977275,residential
,POINT (-3.2379070655311146 55.9733834688352),55.97338347,-3.237907066,residential
,POINT (-3.2372758499999996 55.973416),55.973416,-3.23727585,residential
,POINT (-3.2371071499999995 55.97311770000001),55.9731177,-3.23710715,residential
,POINT (-3.2376506999999997 55.9729814),55.9729814,-3.2376507,residential
,POINT (-3.2376995 55.973401450000004),55.97340145,-3.2376995,residential
,POINT (-3.2375695879990674 55.97260886162095),55.97260886,-3.237569588,residential
,POINT (-3.236957898048747 55.97250445933672),55.97250446,-3.236957898,residential
,POINT (-3.191808171179866 55.97877118736366),55.97877119,-3.191808171,residential
,POINT (-3.1920790303750746 55.978743078039415),55.97874308,-3.19207903,residential
,POINT (-3.1922394833155603 55.978726734319665),55.97872673,-3.192239483,residential
,POINT (-3.191541281896081 55.97879862799745),55.97879863,-3.191541282,residential
,POINT (-3.1916987334245523 55.978782569201876),55.97878257,-3.191698733,residential
,POINT (-3.19000035 55.97970484999999),55.97970485,-3.19000035,residential
,POINT (-3.1919729818477243 55.978754069127206),55.97875407,-3.191972982,residential
,POINT (-3.1901433500000014 55.97971584999999),55.97971585,-3.19014335,residential
,POINT (-3.190442799437573 55.9797287652699),55.97972877,-3.190442799,residential
,POINT (-3.190961269750507 55.979177230362026),55.97917723,-3.19096127,residential
,POINT (-3.1911618715900976 55.97919476266327),55.97919476,-3.191161872,residential
,POINT (-3.190281183412602 55.97972601215926),55.97972601,-3.190281183,residential
,POINT (-3.193449603518104 55.97980442332626),55.97980442,-3.193449604,residential
,POINT (-3.1934012806877705 55.98004576831595),55.98004577,-3.193401281,residential
,POINT (-3.193432772329178 55.97988731916958),55.97988732,-3.193432772,residential
,POINT (-3.1934169981185936 55.97996651573894),55.97996652,-3.193416998,residential
,POINT (-3.301759570706079 55.95438535203851),55.95438535,-3.301759571,residential
,POINT (-3.300196182728802 55.95381291627288),55.95381292,-3.300196183,residential
,POINT (-3.29988848514777 55.95396288496351),55.95396288,-3.299888485,residential
,POINT (-3.300041006334476 55.9539188925424),55.95391889,-3.300041006,residential
,POINT (-3.2109150500000005 55.90689945000001),55.90689945,-3.21091505,residential
,POINT (-3.210470395717399 55.907153840500285),55.90715384,-3.210470396,residential
,POINT (-3.211103608194542 55.90649346556261),55.90649347,-3.211103608,residential
,POINT (-3.2100112197045454 55.90751663385285),55.90751663,-3.21001122,residential
,POINT (-3.211153962313339 55.906507558647895),55.90650756,-3.211153962,residential
,POINT (-3.210294434361879 55.90695979480294),55.90695979,-3.210294434,residential
,POINT (-3.2103306181516906 55.90740957519655),55.90740958,-3.210330618,residential
,POINT (-3.210982821763404 55.90650334587822),55.90650335,-3.210982822,residential
,POINT (-3.212603616713037 55.90585642101847),55.90585642,-3.212603617,residential
,POINT (-3.210153902956653 55.90653286665395),55.90653287,-3.210153903,residential
,POINT (-3.210676259212462 55.906305717200915),55.90630572,-3.210676259,residential
,POINT (-3.210885316784258 55.9062554998405),55.9062555,-3.210885317,residential
,POINT (-3.2100816722973122 55.90656983241709),55.90656983,-3.210081672,residential
,POINT (-3.2120317838660366 55.90591544977081),55.90591545,-3.212031784,residential
,POINT (-3.2115961500000005 55.906013900000005),55.9060139,-3.21159615,residential
,POINT (-3.210676671320583 55.90625446429417),55.90625446,-3.210676671,residential
,POINT (-3.211066745355285 55.906163284752544),55.90616328,-3.211066745,residential
,POINT (-3.2125394056699665 55.9058692496049),55.90586925,-3.212539406,residential
,POINT (-3.2121888626997293 55.90583057836591),55.90583058,-3.212188863,residential
,POINT (-3.2123105244476413 55.90586671407141),55.90586671,-3.212310524,residential
,POINT (-3.2169868025645085 55.906294279925596),55.90629428,-3.216986803,residential
,POINT (-3.2167956999999983 55.9064326),55.9064326,-3.2167957,residential
,POINT (-3.2171254817280537 55.906437655361856),55.90643766,-3.217125482,residential
,POINT (-3.2170852 55.90638365),55.90638365,-3.2170852,residential
,POINT (-3.2163155028301893 55.90605212393195),55.90605212,-3.216315503,residential
,POINT (-3.217491260238698 55.905263738691666),55.90526374,-3.21749126,residential
,POINT (-3.2172433000000003 55.90585115000001),55.90585115,-3.2172433,residential
,POINT (-3.217373 55.905254850000006),55.90525485,-3.217373,residential
,POINT (-3.217792 55.905915199999995),55.9059152,-3.217792,residential
,POINT (-3.2179286860414607 55.905608331126984),55.90560833,-3.217928686,residential
,POINT (-3.21717065 55.9053361),55.9053361,-3.21717065,residential
,POINT (-3.2176308045656428 55.90526702942975),55.90526703,-3.217630805,residential
,POINT (-3.2177510500000004 55.9062516),55.9062516,-3.21775105,residential
,POINT (-3.217923386337197 55.90582063172594),55.90582063,-3.217923386,residential
,POINT (-3.2173195000000017 55.90526825000001),55.90526825,-3.2173195,residential
,POINT (-3.217526050000002 55.90576800000001),55.905768,-3.21752605,residential
,POINT (-3.21796262250996 55.9061798348897),55.90617983,-3.217962623,residential
,POINT (-3.2176196499999996 55.9061035),55.9061035,-3.21761965,residential
,POINT (-3.217581943006077 55.90527936032865),55.90527936,-3.217581943,residential
,POINT (-3.2171938587658895 55.905868798303004),55.9058688,-3.217193859,residential
,POINT (-3.217658187112207 55.90620901865101),55.90620902,-3.217658187,residential
,POINT (-3.21787568742081 55.90562810239324),55.9056281,-3.217875687,residential
,POINT (-3.2174539564797295 55.90593368899823),55.90593369,-3.217453956,residential
,POINT (-3.217101384263192 55.90538517132745),55.90538517,-3.217101384,residential
,POINT (-3.2168908431038683 55.905500811615305),55.90550081,-3.216890843,residential
,POINT (-3.2185502271898865 55.90687795410781),55.90687795,-3.218550227,residential
,POINT (-3.2175979500000005 55.9080743),55.9080743,-3.21759795,residential
,POINT (-3.2175981499999997 55.908520499999995),55.9085205,-3.21759815,residential
,POINT (-3.2175321930027962 55.90802419334215),55.90802419,-3.217532193,residential
,POINT (-3.217712266359217 55.908453317078454),55.90845332,-3.217712266,residential
,POINT (-3.237912128469791 55.97477005309345),55.97477005,-3.237912128,residential
,POINT (-3.2379995642515444 55.974243082214784),55.97424308,-3.237999564,residential
,POINT (-3.2174134293709216 55.90885604861064),55.90885605,-3.217413429,residential
,POINT (-3.217507551327582 55.9088241470134),55.90882415,-3.217507551,residential
,POINT (-3.2151059500000003 55.90814209999999),55.9081421,-3.21510595,residential
,POINT (-3.2135738999999997 55.908623999999996),55.908624,-3.2135739,residential
,POINT (-3.212922414141349 55.90862986938309),55.90862987,-3.212922414,residential
,POINT (-3.2159176000000005 55.90808995000001),55.90808995,-3.2159176,residential
,POINT (-3.214738623667887 55.90815317816806),55.90815318,-3.214738624,residential
,POINT (-3.213528945323744 55.90858958349199),55.90858958,-3.213528945,residential
,POINT (-3.2128467723681964 55.908671385892276),55.90867139,-3.212846772,residential
,POINT (-3.2130556183426915 55.90864082280286),55.90864082,-3.213055618,residential
,POINT (-3.213083581605558 55.90858285962243),55.90858286,-3.213083582,residential
,POINT (-3.215148718608022 55.90786557249342),55.90786557,-3.215148719,residential
,POINT (-3.2158221237841356 55.907799873473195),55.90779987,-3.215822124,residential
,POINT (-3.216660647161432 55.907792566618625),55.90779257,-3.216660647,residential
,POINT (-3.214952739209415 55.907872821543094),55.90787282,-3.214952739,residential
,POINT (-3.216389743961725 55.90772852824935),55.90772853,-3.216389744,residential
,POINT (-3.2159040921950335 55.90773192667554),55.90773193,-3.215904092,residential
,POINT (-3.2164662986366643 55.90778212211061),55.90778212,-3.216466299,residential
,POINT (-3.2146107469432996 55.90788545872165),55.90788546,-3.214610747,residential
,POINT (-3.2154394622218128 55.9077928815681),55.90779288,-3.215439462,residential
,POINT (-3.2146817439132978 55.907903175694635),55.90790318,-3.214681744,residential
,POINT (-3.2163250759312483 55.907741777927626),55.90774178,-3.216325076,residential
,POINT (-3.2131738000000007 55.90812390000001),55.9081239,-3.2131738,residential
,POINT (-3.2136074582846637 55.90802213250304),55.90802213,-3.213607458,residential
,POINT (-3.2129674829319077 55.908214150545405),55.90821415,-3.212967483,residential
,POINT (-3.212772841169163 55.90826524541277),55.90826525,-3.212772841,residential
,POINT (-3.2125515233617534 55.908344383393185),55.90834438,-3.212551523,residential
,POINT (-3.2126910884035147 55.90830613993056),55.90830614,-3.212691088,residential
,POINT (-3.2120375820234552 55.908569392245326),55.90856939,-3.212037582,residential
,POINT (-3.211676781330295 55.9086364508007),55.90863645,-3.211676781,residential
,POINT (-3.2375960210581716 55.97459382182153),55.97459382,-3.237596021,residential
,POINT (-3.2373651519535804 55.973936461541676),55.97393646,-3.237365152,residential
,POINT (-3.237800605236186 55.97447791584136),55.97447792,-3.237800605,residential
,POINT (-3.237393305644054 55.974030371152956),55.97403037,-3.237393306,residential
,POINT (-3.2387851499999973 55.97289994999999),55.97289995,-3.23878515,residential
,POINT (-3.238389977352796 55.97292505276793),55.97292505,-3.238389977,residential
,POINT (-3.2377727264709217 55.97424721990858),55.97424722,-3.237772726,residential
,POINT (-3.2396344999999998 55.976597600000005),55.9765976,-3.2396345,residential
,POINT (-3.2395971070154457 55.97664663404993),55.97664663,-3.239597107,residential
,POINT (-3.20924595 55.906134650000006),55.90613465,-3.20924595,residential
,POINT (-3.24078815 55.97636185),55.97636185,-3.24078815,residential
,POINT (-3.2380190000000004 55.974352499999995),55.9743525,-3.238019,residential
,POINT (-3.2083026999999955 55.905230700000004),55.9052307,-3.2083027,residential
,POINT (-3.208733050000002 55.906665800000006),55.9066658,-3.20873305,residential
,POINT (-3.2086618500000004 55.90588305),55.90588305,-3.20866185,residential
,POINT (-3.2082535736147615 55.90509335943651),55.90509336,-3.208253574,residential
,POINT (-3.209036771913104 55.90570349316154),55.90570349,-3.209036772,residential
,POINT (-3.209206871336082 55.90622469009911),55.90622469,-3.209206871,residential
,POINT (-3.20878896227995 55.90627282206985),55.90627282,-3.208788962,residential
,POINT (-3.2084347 55.90528725),55.90528725,-3.2084347,residential
,POINT (-3.2091617651032935 55.906513466666674),55.90651347,-3.209161765,residential
,POINT (-3.2083655972792315 55.904989831200574),55.90498983,-3.208365597,residential
,POINT (-3.20896448361894 55.90542353246586),55.90542353,-3.208964484,residential
,POINT (-3.2088559264465055 55.904833671464495),55.90483367,-3.208855926,residential
,POINT (-3.2085647279954146 55.90567355537288),55.90567356,-3.208564728,residential
,POINT (-3.208534849999998 55.905786649999996),55.90578665,-3.20853485,residential
,POINT (-3.2091219285244432 55.905932109698604),55.90593211,-3.209121929,residential
,POINT (-3.2090942207537316 55.90580363765567),55.90580364,-3.209094221,residential
,POINT (-3.208831278129686 55.90641780623838),55.90641781,-3.208831278,residential
,POINT (-3.2084442500000003 55.90550475000001),55.90550475,-3.20844425,residential
,POINT (-3.2089174000000003 55.90529260000001),55.9052926,-3.2089174,residential
,POINT (-3.2086311335106283 55.90453950851803),55.90453951,-3.208631134,residential
,POINT (-3.208165000000001 55.90481165),55.90481165,-3.208165,residential
,POINT (-3.209003646343834 55.90554762969982),55.90554763,-3.209003646,residential
,POINT (-3.2092799000000003 55.90649754999999),55.90649755,-3.2092799,residential
,POINT (-3.208559723370502 55.90559782066966),55.90559782,-3.208559723,residential
